pair_id,CUI,label,category,original_cui,start_index,end_index
"241c25d8-66c7-11e7-b8af-f45c89b91419,ng",C0155668,non-entailment,symptoms_diseases,C0263854,,
241d3998-66c7-11e7-bbe2-f45c89b91419,C0027051,entailment,symptoms_diseases,C0027051,18,30
"241d3998-66c7-11e7-bbe2-f45c89b91419,ng",C0009319,non-entailment,symptoms_diseases,C0027051,,
"241d3998-66c7-11e7-bbe2-f45c89b91419,ng",C0041952,non-entailment,symptoms_diseases,C0027051,,
"241d3998-66c7-11e7-bbe2-f45c89b91419,ng",C0020456,non-entailment,symptoms_diseases,C0027051,,
"241d3998-66c7-11e7-bbe2-f45c89b91419,ng",C0032285,non-entailment,symptoms_diseases,C0027051,,
"241d3998-66c7-11e7-bbe2-f45c89b91419,ng",C0032285,non-entailment,symptoms_diseases,C0027051,,
"241d3998-66c7-11e7-bbe2-f45c89b91419,ng",C0008350,non-entailment,symptoms_diseases,C0027051,,
"241d3998-66c7-11e7-bbe2-f45c89b91419,ng",C0002940,non-entailment,symptoms_diseases,C0027051,,
"241d3998-66c7-11e7-bbe2-f45c89b91419,ng",C0085581,non-entailment,symptoms_diseases,C0027051,,
"241d3998-66c7-11e7-bbe2-f45c89b91419,ng",C0264733,non-entailment,symptoms_diseases,C0027051,,
"241d3998-66c7-11e7-bbe2-f45c89b91419,ng",C0009319,non-entailment,symptoms_diseases,C0027051,,
"241d3998-66c7-11e7-bbe2-f45c89b91419,ng",C0009319,non-entailment,tests_diseases,C0027051,,
"241d3998-66c7-11e7-bbe2-f45c89b91419,ng",C0022116,non-entailment,tests_diseases,C0027051,,
"241d3998-66c7-11e7-bbe2-f45c89b91419,ng",C0022660,non-entailment,tests_diseases,C0027051,,
"241d3998-66c7-11e7-bbe2-f45c89b91419,ng",C0022661,non-entailment,tests_diseases,C0027051,,
"241d3998-66c7-11e7-bbe2-f45c89b91419,ng",C0014179,non-entailment,tests_diseases,C0027051,,
"241d3998-66c7-11e7-bbe2-f45c89b91419,ng",C0035078,non-entailment,tests_diseases,C0027051,,
"241d3998-66c7-11e7-bbe2-f45c89b91419,ng",C0585105,non-entailment,tests_diseases,C0027051,,
"241d3998-66c7-11e7-bbe2-f45c89b91419,ng",C0011334,non-entailment,tests_diseases,C0027051,,
"241d3998-66c7-11e7-bbe2-f45c89b91419,ng",C0239946,non-entailment,tests_diseases,C0027051,,
"241d3998-66c7-11e7-bbe2-f45c89b91419,ng",C0585105,non-entailment,tests_diseases,C0027051,,
241ec6d2-66c7-11e7-92a8-f45c89b91419,C0020258,entailment,symptoms_diseases,C0020258,21,24
"241ec6d2-66c7-11e7-92a8-f45c89b91419,ng",C0038454,non-entailment,symptoms_diseases,C0020258,,
"241ec6d2-66c7-11e7-92a8-f45c89b91419,ng",C0876973,non-entailment,symptoms_diseases,C0020258,,
"241ec6d2-66c7-11e7-92a8-f45c89b91419,ng",C0023895,non-entailment,symptoms_diseases,C0020258,,
"241ec6d2-66c7-11e7-92a8-f45c89b91419,ng",C0018790,non-entailment,symptoms_diseases,C0020258,,
"241ec6d2-66c7-11e7-92a8-f45c89b91419,ng",C1410927,non-entailment,symptoms_diseases,C0020258,,
"241ec6d2-66c7-11e7-92a8-f45c89b91419,ng",C1384641,non-entailment,symptoms_diseases,C0020258,,
"241ec6d2-66c7-11e7-92a8-f45c89b91419,ng",C0040997,non-entailment,symptoms_diseases,C0020258,,
"241ec6d2-66c7-11e7-92a8-f45c89b91419,ng",C0031039,non-entailment,symptoms_diseases,C0020258,,
"241ec6d2-66c7-11e7-92a8-f45c89b91419,ng",C1410927,non-entailment,symptoms_diseases,C0020258,,
"241ec6d2-66c7-11e7-92a8-f45c89b91419,ng",C0008311,non-entailment,symptoms_diseases,C0020258,,
241f5034-66c7-11e7-961e-f45c89b91419,C0024115,entailment,symptoms_diseases,C0024115,30,49
"241f5034-66c7-11e7-961e-f45c89b91419,ng",C0264714,non-entailment,symptoms_diseases,C0024115,,
"241f5034-66c7-11e7-961e-f45c89b91419,ng",C0035078,non-entailment,symptoms_diseases,C0024115,,
"241f5034-66c7-11e7-961e-f45c89b91419,ng",C0011334,non-entailment,symptoms_diseases,C0024115,,
"241f5034-66c7-11e7-961e-f45c89b91419,ng",C0017160,non-entailment,symptoms_diseases,C0024115,,
"241f5034-66c7-11e7-961e-f45c89b91419,ng",C0085605,non-entailment,symptoms_diseases,C0024115,,
"241f5034-66c7-11e7-961e-f45c89b91419,ng",C0032227,non-entailment,symptoms_diseases,C0024115,,
"241f5034-66c7-11e7-961e-f45c89b91419,ng",C0025517,non-entailment,symptoms_diseases,C0024115,,
"241f5034-66c7-11e7-961e-f45c89b91419,ng",C1561643,non-entailment,symptoms_diseases,C0024115,,
"241f5034-66c7-11e7-961e-f45c89b91419,ng",C0023895,non-entailment,symptoms_diseases,C0024115,,
"241f5034-66c7-11e7-961e-f45c89b91419,ng",C0037278,non-entailment,symptoms_diseases,C0024115,,
241f6cc0-66c7-11e7-8733-f45c89b91419,C1145670,entailment,symptoms_diseases,C1145670,12,31
"241f6cc0-66c7-11e7-8733-f45c89b91419,ng",C0742078,non-entailment,symptoms_diseases,C1145670,,
"241f6cc0-66c7-11e7-8733-f45c89b91419,ng",C0151740,non-entailment,symptoms_diseases,C1145670,,
"241f6cc0-66c7-11e7-8733-f45c89b91419,ng",C1384641,non-entailment,symptoms_diseases,C1145670,,
"241f6cc0-66c7-11e7-8733-f45c89b91419,ng",C0008325,non-entailment,symptoms_diseases,C1145670,,
"241f6cc0-66c7-11e7-8733-f45c89b91419,ng",C1410927,non-entailment,symptoms_diseases,C1145670,,
"241f6cc0-66c7-11e7-8733-f45c89b91419,ng",C0024117,non-entailment,symptoms_diseases,C1145670,,
"241f6cc0-66c7-11e7-8733-f45c89b91419,ng",C0011168,non-entailment,symptoms_diseases,C1145670,,
"241f6cc0-66c7-11e7-8733-f45c89b91419,ng",C0002965,non-entailment,symptoms_diseases,C1145670,,
"241f6cc0-66c7-11e7-8733-f45c89b91419,ng",C0155626,non-entailment,symptoms_diseases,C1145670,,
"241f6cc0-66c7-11e7-8733-f45c89b91419,ng",C0032227,non-entailment,symptoms_diseases,C1145670,,
24205718-66c7-11e7-ae84-f45c89b91419,C0679407,entailment,symptoms_diseases,C0679407,7,35
242239fa-66c7-11e7-9dad-f45c89b91419,C0007785,entailment,symptoms_diseases,C0007785,24,41
"242239fa-66c7-11e7-9dad-f45c89b91419,ng",C0009319,non-entailment,symptoms_diseases,C0007785,,
"242239fa-66c7-11e7-9dad-f45c89b91419,ng",C0018939,non-entailment,symptoms_diseases,C0007785,,
"242239fa-66c7-11e7-9dad-f45c89b91419,ng",C0042029,non-entailment,symptoms_diseases,C0007785,,
"242239fa-66c7-11e7-9dad-f45c89b91419,ng",C0035078,non-entailment,symptoms_diseases,C0007785,,
"242239fa-66c7-11e7-9dad-f45c89b91419,ng",C0585105,non-entailment,symptoms_diseases,C0007785,,
"242239fa-66c7-11e7-9dad-f45c89b91419,ng",C0030469,non-entailment,symptoms_diseases,C0007785,,
"242239fa-66c7-11e7-9dad-f45c89b91419,ng",C0746883,non-entailment,symptoms_diseases,C0007785,,
"242239fa-66c7-11e7-9dad-f45c89b91419,ng",C0018801,non-entailment,symptoms_diseases,C0007785,,
"242239fa-66c7-11e7-9dad-f45c89b91419,ng",C1956346,non-entailment,symptoms_diseases,C0007785,,
"242239fa-66c7-11e7-9dad-f45c89b91419,ng",C0264733,non-entailment,symptoms_diseases,C0007785,,
2422f75c-66c7-11e7-b78c-f45c89b91419,C0027765,entailment,symptoms_diseases,C0027765,18,40
"2422f75c-66c7-11e7-b78c-f45c89b91419,ng",C0272285,non-entailment,symptoms_diseases,C0027765,,
"2422f75c-66c7-11e7-b78c-f45c89b91419,ng",C0020676,non-entailment,symptoms_diseases,C0027765,,
"2422f75c-66c7-11e7-b78c-f45c89b91419,ng",C0031039,non-entailment,symptoms_diseases,C0027765,,
"2422f75c-66c7-11e7-b78c-f45c89b91419,ng",C0040583,non-entailment,symptoms_diseases,C0027765,,
"2422f75c-66c7-11e7-b78c-f45c89b91419,ng",C1956346,non-entailment,symptoms_diseases,C0027765,,
"2422f75c-66c7-11e7-b78c-f45c89b91419,ng",C0019064,non-entailment,symptoms_diseases,C0027765,,
"2422f75c-66c7-11e7-b78c-f45c89b91419,ng",C0003504,non-entailment,symptoms_diseases,C0027765,,
"2422f75c-66c7-11e7-b78c-f45c89b91419,ng",C0020305,non-entailment,symptoms_diseases,C0027765,,
"2422f75c-66c7-11e7-b78c-f45c89b91419,ng",C0007282,non-entailment,symptoms_diseases,C0027765,,
"2422f75c-66c7-11e7-b78c-f45c89b91419,ng",C0004623,non-entailment,symptoms_diseases,C0027765,,
242385b4-66c7-11e7-901f-f45c89b91419,C0038454,entailment,symptoms_diseases,C0038454,18,24
"242385b4-66c7-11e7-901f-f45c89b91419,ng",C0155626,non-entailment,symptoms_diseases,C0038454,,
"242385b4-66c7-11e7-901f-f45c89b91419,ng",C0264714,non-entailment,symptoms_diseases,C0038454,,
"242385b4-66c7-11e7-901f-f45c89b91419,ng",C1510654,non-entailment,symptoms_diseases,C0038454,,
"242385b4-66c7-11e7-901f-f45c89b91419,ng",C0023212,non-entailment,symptoms_diseases,C0038454,,
"242385b4-66c7-11e7-901f-f45c89b91419,ng",C0007177,non-entailment,symptoms_diseases,C0038454,,
"242385b4-66c7-11e7-901f-f45c89b91419,ng",C0340285,non-entailment,symptoms_diseases,C0038454,,
"242385b4-66c7-11e7-901f-f45c89b91419,ng",C0018802,non-entailment,symptoms_diseases,C0038454,,
"242385b4-66c7-11e7-901f-f45c89b91419,ng",C0020305,non-entailment,symptoms_diseases,C0038454,,
"242385b4-66c7-11e7-901f-f45c89b91419,ng",C0003869,non-entailment,symptoms_diseases,C0038454,,
"242385b4-66c7-11e7-901f-f45c89b91419,ng",C0015544,non-entailment,symptoms_diseases,C0038454,,
24247b70-66c7-11e7-b68e-f45c89b91419,C0023890,entailment,symptoms_diseases,C0023890,16,25
"24247b70-66c7-11e7-b68e-f45c89b91419,ng",C0011880,non-entailment,symptoms_diseases,C0023890,,
"24247b70-66c7-11e7-b68e-f45c89b91419,ng",C0028754,non-entailment,symptoms_diseases,C0023890,,
"24247b70-66c7-11e7-b68e-f45c89b91419,ng",C0729552,non-entailment,symptoms_diseases,C0023890,,
"24247b70-66c7-11e7-b68e-f45c89b91419,ng",C0340643,non-entailment,symptoms_diseases,C0023890,,
"24247b70-66c7-11e7-b68e-f45c89b91419,ng",C0011854,non-entailment,symptoms_diseases,C0023890,,
"24247b70-66c7-11e7-b68e-f45c89b91419,ng",C0023211,non-entailment,symptoms_diseases,C0023890,,
"24247b70-66c7-11e7-b68e-f45c89b91419,ng",C0032285,non-entailment,symptoms_diseases,C0023890,,
"24247b70-66c7-11e7-b68e-f45c89b91419,ng",C0206062,non-entailment,symptoms_diseases,C0023890,,
"24247b70-66c7-11e7-b68e-f45c89b91419,ng",C0018802,non-entailment,symptoms_diseases,C0023890,,
"24247b70-66c7-11e7-b68e-f45c89b91419,ng",C0085096,non-entailment,symptoms_diseases,C0023890,,
24252e78-66c7-11e7-9e17-f45c89b91419,C0018802,entailment,symptoms_diseases,C0018802,16,40
"24252e78-66c7-11e7-9e17-f45c89b91419,ng",C0035204,non-entailment,symptoms_diseases,C0018802,,
"24252e78-66c7-11e7-9e17-f45c89b91419,ng",C0040558,non-entailment,symptoms_diseases,C0018802,,
"24252e78-66c7-11e7-9e17-f45c89b91419,ng",C1410927,non-entailment,symptoms_diseases,C0018802,,
"24252e78-66c7-11e7-9e17-f45c89b91419,ng",C0272285,non-entailment,symptoms_diseases,C0018802,,
"24252e78-66c7-11e7-9e17-f45c89b91419,ng",C0042029,non-entailment,symptoms_diseases,C0018802,,
"24252e78-66c7-11e7-9e17-f45c89b91419,ng",C0015544,non-entailment,symptoms_diseases,C0018802,,
"24252e78-66c7-11e7-9e17-f45c89b91419,ng",C0030469,non-entailment,symptoms_diseases,C0018802,,
"24252e78-66c7-11e7-9e17-f45c89b91419,ng",C0007785,non-entailment,symptoms_diseases,C0018802,,
"24252e78-66c7-11e7-9e17-f45c89b91419,ng",C0014335,non-entailment,symptoms_diseases,C0018802,,
"24252e78-66c7-11e7-9e17-f45c89b91419,ng",C0040997,non-entailment,symptoms_diseases,C0018802,,
"24252e78-66c7-11e7-9e17-f45c89b91419,ng",C0003962,non-entailment,treatments_diseases,C0018802,,
"24252e78-66c7-11e7-9e17-f45c89b91419,ng",C0239946,non-entailment,treatments_diseases,C0018802,,
"24252e78-66c7-11e7-9e17-f45c89b91419,ng",C0746731,non-entailment,treatments_diseases,C0018802,,
"24252e78-66c7-11e7-9e17-f45c89b91419,ng",C1145670,non-entailment,treatments_diseases,C0018802,,
"24252e78-66c7-11e7-9e17-f45c89b91419,ng",C0458219,non-entailment,treatments_diseases,C0018802,,
"24252e78-66c7-11e7-9e17-f45c89b91419,ng",C0007785,non-entailment,treatments_diseases,C0018802,,
"24252e78-66c7-11e7-9e17-f45c89b91419,ng",C0275518,non-entailment,treatments_diseases,C0018802,,
"24252e78-66c7-11e7-9e17-f45c89b91419,ng",C1145670,non-entailment,treatments_diseases,C0018802,,
"24252e78-66c7-11e7-9e17-f45c89b91419,ng",C0011334,non-entailment,treatments_diseases,C0018802,,
"24252e78-66c7-11e7-9e17-f45c89b91419,ng",C0020258,non-entailment,treatments_diseases,C0018802,,
24280418-66c7-11e7-bd5f-f45c89b91419,C0042029,entailment,symptoms_diseases,C0042029,29,53
"24280418-66c7-11e7-bd5f-f45c89b91419,ng",C0745136,non-entailment,symptoms_diseases,C0042029,,
"24280418-66c7-11e7-bd5f-f45c89b91419,ng",C0023890,non-entailment,symptoms_diseases,C0042029,,
"24280418-66c7-11e7-bd5f-f45c89b91419,ng",C0856747,non-entailment,symptoms_diseases,C0042029,,
"24280418-66c7-11e7-bd5f-f45c89b91419,ng",C0027868,non-entailment,symptoms_diseases,C0042029,,
"24280418-66c7-11e7-bd5f-f45c89b91419,ng",C1561643,non-entailment,symptoms_diseases,C0042029,,
"24280418-66c7-11e7-bd5f-f45c89b91419,ng",C0340288,non-entailment,symptoms_diseases,C0042029,,
"24280418-66c7-11e7-bd5f-f45c89b91419,ng",C0011334,non-entailment,symptoms_diseases,C0042029,,
"24280418-66c7-11e7-bd5f-f45c89b91419,ng",C0023890,non-entailment,symptoms_diseases,C0042029,,
"24280418-66c7-11e7-bd5f-f45c89b91419,ng",C0023211,non-entailment,symptoms_diseases,C0042029,,
"24280418-66c7-11e7-bd5f-f45c89b91419,ng",C0032227,non-entailment,symptoms_diseases,C0042029,,
242ba3c8-66c7-11e7-997a-f45c89b91419,C0018802,entailment,symptoms_diseases,C0018802,16,40
"242ba3c8-66c7-11e7-997a-f45c89b91419,ng",C0032227,non-entailment,symptoms_diseases,C0018802,,
"242ba3c8-66c7-11e7-997a-f45c89b91419,ng",C0031350,non-entailment,symptoms_diseases,C0018802,,
"242ba3c8-66c7-11e7-997a-f45c89b91419,ng",C0001175,non-entailment,symptoms_diseases,C0018802,,
"242ba3c8-66c7-11e7-997a-f45c89b91419,ng",C0031350,non-entailment,symptoms_diseases,C0018802,,
"242ba3c8-66c7-11e7-997a-f45c89b91419,ng",C0002940,non-entailment,symptoms_diseases,C0018802,,
"242ba3c8-66c7-11e7-997a-f45c89b91419,ng",C0011880,non-entailment,symptoms_diseases,C0018802,,
"242ba3c8-66c7-11e7-997a-f45c89b91419,ng",C0876973,non-entailment,symptoms_diseases,C0018802,,
"242ba3c8-66c7-11e7-997a-f45c89b91419,ng",C0007177,non-entailment,symptoms_diseases,C0018802,,
"242ba3c8-66c7-11e7-997a-f45c89b91419,ng",C0011175,non-entailment,symptoms_diseases,C0018802,,
"242ba3c8-66c7-11e7-997a-f45c89b91419,ng",C0546817,non-entailment,symptoms_diseases,C0018802,,
242ff150-66c7-11e7-9130-f45c89b91419,C0948089,entailment,symptoms_diseases,C0948089,24,47
"242ff150-66c7-11e7-9130-f45c89b91419,ng",C0340288,non-entailment,symptoms_diseases,C0948089,,
"242ff150-66c7-11e7-9130-f45c89b91419,ng",C0742078,non-entailment,symptoms_diseases,C0948089,,
"242ff150-66c7-11e7-9130-f45c89b91419,ng",C0020473,non-entailment,symptoms_diseases,C0948089,,
"242ff150-66c7-11e7-9130-f45c89b91419,ng",C0155626,non-entailment,symptoms_diseases,C0948089,,
"242ff150-66c7-11e7-9130-f45c89b91419,ng",C0042373,non-entailment,symptoms_diseases,C0948089,,
"242ff150-66c7-11e7-9130-f45c89b91419,ng",C0022661,non-entailment,symptoms_diseases,C0948089,,
"242ff150-66c7-11e7-9130-f45c89b91419,ng",C0019372,non-entailment,symptoms_diseases,C0948089,,
"242ff150-66c7-11e7-9130-f45c89b91419,ng",C0040583,non-entailment,symptoms_diseases,C0948089,,
"242ff150-66c7-11e7-9130-f45c89b91419,ng",C0003504,non-entailment,symptoms_diseases,C0948089,,
"242ff150-66c7-11e7-9130-f45c89b91419,ng",C0340288,non-entailment,symptoms_diseases,C0948089,,
2434069e-66c7-11e7-be51-f45c89b91419,C0024115,entailment,symptoms_diseases,C0024115,18,37
"2434069e-66c7-11e7-be51-f45c89b91419,ng",C0041952,non-entailment,symptoms_diseases,C0024115,,
"2434069e-66c7-11e7-be51-f45c89b91419,ng",C0020676,non-entailment,symptoms_diseases,C0024115,,
"2434069e-66c7-11e7-be51-f45c89b91419,ng",C0264733,non-entailment,symptoms_diseases,C0024115,,
"2434069e-66c7-11e7-be51-f45c89b91419,ng",C0023895,non-entailment,symptoms_diseases,C0024115,,
"2434069e-66c7-11e7-be51-f45c89b91419,ng",C0008311,non-entailment,symptoms_diseases,C0024115,,
"2434069e-66c7-11e7-be51-f45c89b91419,ng",C0027051,non-entailment,symptoms_diseases,C0024115,,
"2434069e-66c7-11e7-be51-f45c89b91419,ng",C0003507,non-entailment,symptoms_diseases,C0024115,,
"2434069e-66c7-11e7-be51-f45c89b91419,ng",C0014868,non-entailment,symptoms_diseases,C0024115,,
"2434069e-66c7-11e7-be51-f45c89b91419,ng",C0020473,non-entailment,symptoms_diseases,C0024115,,
"2434069e-66c7-11e7-be51-f45c89b91419,ng",C0458219,non-entailment,symptoms_diseases,C0024115,,
2434bfd0-66c7-11e7-b8c3-f45c89b91419,C0027051,entailment,symptoms_diseases,C0027051,30,51
"2434bfd0-66c7-11e7-b8c3-f45c89b91419,ng",C0015544,non-entailment,symptoms_diseases,C0027051,,
"2434bfd0-66c7-11e7-b8c3-f45c89b91419,ng",C1260873,non-entailment,symptoms_diseases,C0027051,,
"2434bfd0-66c7-11e7-b8c3-f45c89b91419,ng",C0042029,non-entailment,symptoms_diseases,C0027051,,
"2434bfd0-66c7-11e7-b8c3-f45c89b91419,ng",C0031350,non-entailment,symptoms_diseases,C0027051,,
"2434bfd0-66c7-11e7-b8c3-f45c89b91419,ng",C0031350,non-entailment,symptoms_diseases,C0027051,,
"2434bfd0-66c7-11e7-b8c3-f45c89b91419,ng",C0022660,non-entailment,symptoms_diseases,C0027051,,
"2434bfd0-66c7-11e7-b8c3-f45c89b91419,ng",C0239946,non-entailment,symptoms_diseases,C0027051,,
"2434bfd0-66c7-11e7-b8c3-f45c89b91419,ng",C0027765,non-entailment,symptoms_diseases,C0027051,,
"2434bfd0-66c7-11e7-b8c3-f45c89b91419,ng",C0023211,non-entailment,symptoms_diseases,C0027051,,
"2434bfd0-66c7-11e7-b8c3-f45c89b91419,ng",C0022116,non-entailment,symptoms_diseases,C0027051,,
24371742-66c7-11e7-8076-f45c89b91419,C0155626,entailment,symptoms_diseases,C0155626,43,70
"24371742-66c7-11e7-8076-f45c89b91419,ng",C0745136,non-entailment,symptoms_diseases,C0155626,,
"24371742-66c7-11e7-8076-f45c89b91419,ng",C0028754,non-entailment,symptoms_diseases,C0155626,,
"24371742-66c7-11e7-8076-f45c89b91419,ng",C0585105,non-entailment,symptoms_diseases,C0155626,,
"24371742-66c7-11e7-8076-f45c89b91419,ng",C0020258,non-entailment,symptoms_diseases,C0155626,,
"24371742-66c7-11e7-8076-f45c89b91419,ng",C0021390,non-entailment,symptoms_diseases,C0155626,,
"24371742-66c7-11e7-8076-f45c89b91419,ng",C0027868,non-entailment,symptoms_diseases,C0155626,,
"24371742-66c7-11e7-8076-f45c89b91419,ng",C0003507,non-entailment,symptoms_diseases,C0155626,,
"24371742-66c7-11e7-8076-f45c89b91419,ng",C0001175,non-entailment,symptoms_diseases,C0155626,,
"24371742-66c7-11e7-8076-f45c89b91419,ng",C0149871,non-entailment,symptoms_diseases,C0155626,,
"24371742-66c7-11e7-8076-f45c89b91419,ng",C0003504,non-entailment,symptoms_diseases,C0155626,,
2438adde-66c7-11e7-bd23-f45c89b91419,C0042029,entailment,symptoms_diseases,C0042029,31,34
"2438adde-66c7-11e7-bd23-f45c89b91419,ng",C0030305,non-entailment,symptoms_diseases,C0042029,,
"2438adde-66c7-11e7-bd23-f45c89b91419,ng",C0149871,non-entailment,symptoms_diseases,C0042029,,
"2438adde-66c7-11e7-bd23-f45c89b91419,ng",C0085096,non-entailment,symptoms_diseases,C0042029,,
"2438adde-66c7-11e7-bd23-f45c89b91419,ng",C0007193,non-entailment,symptoms_diseases,C0042029,,
"2438adde-66c7-11e7-bd23-f45c89b91419,ng",C0585105,non-entailment,symptoms_diseases,C0042029,,
"2438adde-66c7-11e7-bd23-f45c89b91419,ng",C0876973,non-entailment,symptoms_diseases,C0042029,,
"2438adde-66c7-11e7-bd23-f45c89b91419,ng",C0948089,non-entailment,symptoms_diseases,C0042029,,
"2438adde-66c7-11e7-bd23-f45c89b91419,ng",C0011168,non-entailment,symptoms_diseases,C0042029,,
"2438adde-66c7-11e7-bd23-f45c89b91419,ng",C0003962,non-entailment,symptoms_diseases,C0042029,,
"2438adde-66c7-11e7-bd23-f45c89b91419,ng",C0008350,non-entailment,symptoms_diseases,C0042029,,
2438cd26-66c7-11e7-9493-f45c89b91419,C0948089,entailment,symptoms_diseases,C0948089,30,53
"2438cd26-66c7-11e7-9493-f45c89b91419,ng",C0027868,non-entailment,symptoms_diseases,C0948089,,
"2438cd26-66c7-11e7-9493-f45c89b91419,ng",C1410927,non-entailment,symptoms_diseases,C0948089,,
"2438cd26-66c7-11e7-9493-f45c89b91419,ng",C0017178,non-entailment,symptoms_diseases,C0948089,,
"2438cd26-66c7-11e7-9493-f45c89b91419,ng",C0023212,non-entailment,symptoms_diseases,C0948089,,
"2438cd26-66c7-11e7-9493-f45c89b91419,ng",C0017160,non-entailment,symptoms_diseases,C0948089,,
"2438cd26-66c7-11e7-9493-f45c89b91419,ng",C0020676,non-entailment,symptoms_diseases,C0948089,,
"2438cd26-66c7-11e7-9493-f45c89b91419,ng",C0020473,non-entailment,symptoms_diseases,C0948089,,
"2438cd26-66c7-11e7-9493-f45c89b91419,ng",C0008311,non-entailment,symptoms_diseases,C0948089,,
"2438cd26-66c7-11e7-9493-f45c89b91419,ng",C0018802,non-entailment,symptoms_diseases,C0948089,,
"2438cd26-66c7-11e7-9493-f45c89b91419,ng",C0272285,non-entailment,symptoms_diseases,C0948089,,
243aa9ca-66c7-11e7-893d-f45c89b91419,C0746731,entailment,symptoms_diseases,C0746731,12,34
"243aa9ca-66c7-11e7-893d-f45c89b91419,ng",C0032227,non-entailment,symptoms_diseases,C0746731,,
"243aa9ca-66c7-11e7-893d-f45c89b91419,ng",C0022116,non-entailment,symptoms_diseases,C0746731,,
"243aa9ca-66c7-11e7-893d-f45c89b91419,ng",C0019064,non-entailment,symptoms_diseases,C0746731,,
"243aa9ca-66c7-11e7-893d-f45c89b91419,ng",C0746883,non-entailment,symptoms_diseases,C0746731,,
"243aa9ca-66c7-11e7-893d-f45c89b91419,ng",C0027051,non-entailment,symptoms_diseases,C0746731,,
"243aa9ca-66c7-11e7-893d-f45c89b91419,ng",C0239946,non-entailment,symptoms_diseases,C0746731,,
"243aa9ca-66c7-11e7-893d-f45c89b91419,ng",C0024117,non-entailment,symptoms_diseases,C0746731,,
"243aa9ca-66c7-11e7-893d-f45c89b91419,ng",C0546817,non-entailment,symptoms_diseases,C0746731,,
"243aa9ca-66c7-11e7-893d-f45c89b91419,ng",C0002940,non-entailment,symptoms_diseases,C0746731,,
"243aa9ca-66c7-11e7-893d-f45c89b91419,ng",C0020538,non-entailment,symptoms_diseases,C0746731,,
243b8f9a-66c7-11e7-92f0-f45c89b91419,C0018802,entailment,symptoms_diseases,C0018802,21,24
"243b8f9a-66c7-11e7-92f0-f45c89b91419,ng",C0085605,non-entailment,symptoms_diseases,C0018802,,
"243b8f9a-66c7-11e7-92f0-f45c89b91419,ng",C0008325,non-entailment,symptoms_diseases,C0018802,,
"243b8f9a-66c7-11e7-92f0-f45c89b91419,ng",C0014335,non-entailment,symptoms_diseases,C0018802,,
"243b8f9a-66c7-11e7-92f0-f45c89b91419,ng",C0018939,non-entailment,symptoms_diseases,C0018802,,
"243b8f9a-66c7-11e7-92f0-f45c89b91419,ng",C0003504,non-entailment,symptoms_diseases,C0018802,,
"243b8f9a-66c7-11e7-92f0-f45c89b91419,ng",C0040997,non-entailment,symptoms_diseases,C0018802,,
"243b8f9a-66c7-11e7-92f0-f45c89b91419,ng",C0746731,non-entailment,symptoms_diseases,C0018802,,
"243b8f9a-66c7-11e7-92f0-f45c89b91419,ng",C0003507,non-entailment,symptoms_diseases,C0018802,,
"243b8f9a-66c7-11e7-92f0-f45c89b91419,ng",C0037278,non-entailment,symptoms_diseases,C0018802,,
"243b8f9a-66c7-11e7-92f0-f45c89b91419,ng",C0032285,non-entailment,symptoms_diseases,C0018802,,
243bbd62-66c7-11e7-8c59-f45c89b91419,C0011168,entailment,symptoms_diseases,C0011168,25,34
"243bbd62-66c7-11e7-8c59-f45c89b91419,ng",C0023211,non-entailment,symptoms_diseases,C0011168,,
"243bbd62-66c7-11e7-8c59-f45c89b91419,ng",C0020443,non-entailment,symptoms_diseases,C0011168,,
"243bbd62-66c7-11e7-8c59-f45c89b91419,ng",C0020473,non-entailment,symptoms_diseases,C0011168,,
"243bbd62-66c7-11e7-8c59-f45c89b91419,ng",C0023895,non-entailment,symptoms_diseases,C0011168,,
"243bbd62-66c7-11e7-8c59-f45c89b91419,ng",C0162429,non-entailment,symptoms_diseases,C0011168,,
"243bbd62-66c7-11e7-8c59-f45c89b91419,ng",C0003504,non-entailment,symptoms_diseases,C0011168,,
"243bbd62-66c7-11e7-8c59-f45c89b91419,ng",C0162429,non-entailment,symptoms_diseases,C0011168,,
"243bbd62-66c7-11e7-8c59-f45c89b91419,ng",C0272285,non-entailment,symptoms_diseases,C0011168,,
"243bbd62-66c7-11e7-8c59-f45c89b91419,ng",C0015544,non-entailment,symptoms_diseases,C0011168,,
"243bbd62-66c7-11e7-8c59-f45c89b91419,ng",C0008325,non-entailment,symptoms_diseases,C0011168,,
243bccd0-66c7-11e7-8d4a-f45c89b91419,C0027765,entailment,symptoms_diseases,C0027765,20,40
"243bccd0-66c7-11e7-8d4a-f45c89b91419,ng",C0729552,non-entailment,symptoms_diseases,C0027765,,
"243bccd0-66c7-11e7-8d4a-f45c89b91419,ng",C0546817,non-entailment,symptoms_diseases,C0027765,,
"243bccd0-66c7-11e7-8d4a-f45c89b91419,ng",C0162871,non-entailment,symptoms_diseases,C0027765,,
"243bccd0-66c7-11e7-8d4a-f45c89b91419,ng",C0340643,non-entailment,symptoms_diseases,C0027765,,
"243bccd0-66c7-11e7-8d4a-f45c89b91419,ng",C0019064,non-entailment,symptoms_diseases,C0027765,,
"243bccd0-66c7-11e7-8d4a-f45c89b91419,ng",C0019372,non-entailment,symptoms_diseases,C0027765,,
