pair_id,CUI,label,original_cui,start_index,end_index
"23f29024-66c7-11e7-8064-f45c89b91419,ng",C0162871,non-entailment,C0236073,,
"23f29024-66c7-11e7-8064-f45c89b91419,ng",C0042345,non-entailment,C0236073,,
23f33682-66c7-11e7-90c4-f45c89b91419,C0022661,entailment,C0022661,16,37
"23f33682-66c7-11e7-90c4-f45c89b91419,ng",C1561643,non-entailment,C0022661,,
"23f33682-66c7-11e7-90c4-f45c89b91419,ng",C0018802,non-entailment,C0022661,,
"23f33682-66c7-11e7-90c4-f45c89b91419,ng",C0022660,non-entailment,C0022661,,
"23f33682-66c7-11e7-90c4-f45c89b91419,ng",C0038449,non-entailment,C0022661,,
"23f33682-66c7-11e7-90c4-f45c89b91419,ng",C0020538,non-entailment,C0022661,,
"23f33682-66c7-11e7-90c4-f45c89b91419,ng",C0018801,non-entailment,C0022661,,
"23f33682-66c7-11e7-90c4-f45c89b91419,ng",C0162316,non-entailment,C0022661,,
"23f33682-66c7-11e7-90c4-f45c89b91419,ng",C0155626,non-entailment,C0022661,,
"23f33682-66c7-11e7-90c4-f45c89b91419,ng",C0032227,non-entailment,C0022661,,
"23f33682-66c7-11e7-90c4-f45c89b91419,ng",C0018799,non-entailment,C0022661,,
23f3ff1a-66c7-11e7-b188-f45c89b91419,C0018799,entailment,C0018799,16,29
"23f3ff1a-66c7-11e7-b188-f45c89b91419,ng",C1561643,non-entailment,C0018799,,
"23f3ff1a-66c7-11e7-b188-f45c89b91419,ng",C0022660,non-entailment,C0018799,,
"23f3ff1a-66c7-11e7-b188-f45c89b91419,ng",C0037315,non-entailment,C0018799,,
"23f3ff1a-66c7-11e7-b188-f45c89b91419,ng",C0020538,non-entailment,C0018799,,
"23f3ff1a-66c7-11e7-b188-f45c89b91419,ng",C0023895,non-entailment,C0018799,,
"23f3ff1a-66c7-11e7-b188-f45c89b91419,ng",C0035078,non-entailment,C0018799,,
"23f3ff1a-66c7-11e7-b188-f45c89b91419,ng",C0032227,non-entailment,C0018799,,
"23f3ff1a-66c7-11e7-b188-f45c89b91419,ng",C0022661,non-entailment,C0018799,,
"23f3ff1a-66c7-11e7-b188-f45c89b91419,ng",C0520679,non-entailment,C0018799,,
"23f3ff1a-66c7-11e7-b188-f45c89b91419,ng",C0018099,non-entailment,C0018799,,
23f4254c-66c7-11e7-b0de-f45c89b91419,C0004096,entailment,C0004096,26,32
"23f4254c-66c7-11e7-b0de-f45c89b91419,ng",C0149931,non-entailment,C0004096,,
"23f4254c-66c7-11e7-b0de-f45c89b91419,ng",C1956346,non-entailment,C0004096,,
"23f4254c-66c7-11e7-b0de-f45c89b91419,ng",C0014544,non-entailment,C0004096,,
"23f4254c-66c7-11e7-b0de-f45c89b91419,ng",C0024115,non-entailment,C0004096,,
"23f4254c-66c7-11e7-b0de-f45c89b91419,ng",C0014009,non-entailment,C0004096,,
"23f4254c-66c7-11e7-b0de-f45c89b91419,ng",C0019348,non-entailment,C0004096,,
"23f4254c-66c7-11e7-b0de-f45c89b91419,ng",C0155626,non-entailment,C0004096,,
"23f4254c-66c7-11e7-b0de-f45c89b91419,ng",C0037199,non-entailment,C0004096,,
"23f4254c-66c7-11e7-b0de-f45c89b91419,ng",C0037315,non-entailment,C0004096,,
"23f4254c-66c7-11e7-b0de-f45c89b91419,ng",C0011880,non-entailment,C0004096,,
23f43abe-66c7-11e7-84c5-f45c89b91419,C0494475,entailment,C0494475,10,30
"23f43abe-66c7-11e7-84c5-f45c89b91419,ng",C0236073,non-entailment,C0494475,,
"23f43abe-66c7-11e7-84c5-f45c89b91419,ng",C0751449,non-entailment,C0494475,,
"23f43abe-66c7-11e7-84c5-f45c89b91419,ng",C0333559,non-entailment,C0494475,,
"23f43abe-66c7-11e7-84c5-f45c89b91419,ng",C0007787,non-entailment,C0494475,,
"23f43abe-66c7-11e7-84c5-f45c89b91419,ng",C0014544,non-entailment,C0494475,,
"23f43abe-66c7-11e7-84c5-f45c89b91419,ng",C0007766,non-entailment,C0494475,,
"23f43abe-66c7-11e7-84c5-f45c89b91419,ng",C0032290,non-entailment,C0494475,,
"23f43abe-66c7-11e7-84c5-f45c89b91419,ng",C0150055,non-entailment,C0494475,,
"23f43abe-66c7-11e7-84c5-f45c89b91419,ng",C0034155,non-entailment,C0494475,,
"23f43abe-66c7-11e7-84c5-f45c89b91419,ng",C0027765,non-entailment,C0494475,,
23f45b5c-66c7-11e7-b67c-f45c89b91419,C0034155,entailment,C0034155,24,59
"23f45b5c-66c7-11e7-b67c-f45c89b91419,ng",C0398623,non-entailment,C0034155,,
"23f45b5c-66c7-11e7-b67c-f45c89b91419,ng",C0004364,non-entailment,C0034155,,
"23f45b5c-66c7-11e7-b67c-f45c89b91419,ng",C0149871,non-entailment,C0034155,,
"23f45b5c-66c7-11e7-b67c-f45c89b91419,ng",C0019196,non-entailment,C0034155,,
"23f45b5c-66c7-11e7-b67c-f45c89b91419,ng",C0013182,non-entailment,C0034155,,
"23f45b5c-66c7-11e7-b67c-f45c89b91419,ng",C0023890,non-entailment,C0034155,,
"23f45b5c-66c7-11e7-b67c-f45c89b91419,ng",C0751449,non-entailment,C0034155,,
"23f45b5c-66c7-11e7-b67c-f45c89b91419,ng",C0007787,non-entailment,C0034155,,
"23f45b5c-66c7-11e7-b67c-f45c89b91419,ng",C0011854,non-entailment,C0034155,,
"23f45b5c-66c7-11e7-b67c-f45c89b91419,ng",C0403447,non-entailment,C0034155,,
23f62d4a-66c7-11e7-9bae-f45c89b91419,C0004763,entailment,C0004763,16,35
"23f62d4a-66c7-11e7-9bae-f45c89b91419,ng",C0017168,non-entailment,C0004763,,
"23f62d4a-66c7-11e7-9bae-f45c89b91419,ng",C0022104,non-entailment,C0004763,,
"23f62d4a-66c7-11e7-9bae-f45c89b91419,ng",C0001339,non-entailment,C0004763,,
"23f62d4a-66c7-11e7-9bae-f45c89b91419,ng",C0152020,non-entailment,C0004763,,
"23f62d4a-66c7-11e7-9bae-f45c89b91419,ng",C0020676,non-entailment,C0004763,,
"23f62d4a-66c7-11e7-9bae-f45c89b91419,ng",C0085615,non-entailment,C0004763,,
"23f62d4a-66c7-11e7-9bae-f45c89b91419,ng",C0155626,non-entailment,C0004763,,
"23f62d4a-66c7-11e7-9bae-f45c89b91419,ng",C0002965,non-entailment,C0004763,,
"23f62d4a-66c7-11e7-9bae-f45c89b91419,ng",C0008325,non-entailment,C0004763,,
"23f62d4a-66c7-11e7-9bae-f45c89b91419,ng",C0008350,non-entailment,C0004763,,
23f66e06-66c7-11e7-92ce-f45c89b91419,C0011847,entailment,C0011847,16,24
23f754cc-66c7-11e7-9378-f45c89b91419,C0032285,entailment,C0032285,21,30
"23f754cc-66c7-11e7-9378-f45c89b91419,ng",C0876973,non-entailment,C0032285,,
"23f754cc-66c7-11e7-9378-f45c89b91419,ng",C0014118,non-entailment,C0032285,,
"23f754cc-66c7-11e7-9378-f45c89b91419,ng",C0037199,non-entailment,C0032285,,
"23f754cc-66c7-11e7-9378-f45c89b91419,ng",C0014009,non-entailment,C0032285,,
"23f754cc-66c7-11e7-9378-f45c89b91419,ng",C0009450,non-entailment,C0032285,,
"23f754cc-66c7-11e7-9378-f45c89b91419,ng",C0034063,non-entailment,C0032285,,
"23f754cc-66c7-11e7-9378-f45c89b91419,ng",C0040583,non-entailment,C0032285,,
"23f754cc-66c7-11e7-9378-f45c89b91419,ng",C0013182,non-entailment,C0032285,,
"23f754cc-66c7-11e7-9378-f45c89b91419,ng",C0038833,non-entailment,C0032285,,
"23f754cc-66c7-11e7-9378-f45c89b91419,ng",C0149801,non-entailment,C0032285,,
23f8031a-66c7-11e7-8a88-f45c89b91419,C0012819,entailment,C0012819,16,38
"23f8031a-66c7-11e7-8a88-f45c89b91419,ng",C0012813,non-entailment,C0012819,,
"23f8031a-66c7-11e7-8a88-f45c89b91419,ng",C0235329,non-entailment,C0012819,,
"23f8031a-66c7-11e7-8a88-f45c89b91419,ng",C0008350,non-entailment,C0012819,,
"23f8031a-66c7-11e7-8a88-f45c89b91419,ng",C0017152,non-entailment,C0012819,,
"23f8031a-66c7-11e7-8a88-f45c89b91419,ng",C0085129,non-entailment,C0012819,,
"23f8031a-66c7-11e7-8a88-f45c89b91419,ng",C0022104,non-entailment,C0012819,,
"23f8031a-66c7-11e7-8a88-f45c89b91419,ng",C0262655,non-entailment,C0012819,,
"23f8031a-66c7-11e7-8a88-f45c89b91419,ng",C0235325,non-entailment,C0012819,,
"23f8031a-66c7-11e7-8a88-f45c89b91419,ng",C0149801,non-entailment,C0012819,,
"23f8031a-66c7-11e7-8a88-f45c89b91419,ng",C1956346,non-entailment,C0012819,,
23f821f6-66c7-11e7-883c-f45c89b91419,C0018801,entailment,C0018801,16,29
"23f821f6-66c7-11e7-883c-f45c89b91419,ng",C0155626,non-entailment,C0018801,,
"23f821f6-66c7-11e7-883c-f45c89b91419,ng",C0085615,non-entailment,C0018801,,
"23f821f6-66c7-11e7-883c-f45c89b91419,ng",C1561643,non-entailment,C0018801,,
"23f821f6-66c7-11e7-883c-f45c89b91419,ng",C0022660,non-entailment,C0018801,,
"23f821f6-66c7-11e7-883c-f45c89b91419,ng",C0007194,non-entailment,C0018801,,
"23f821f6-66c7-11e7-883c-f45c89b91419,ng",C0020538,non-entailment,C0018801,,
"23f821f6-66c7-11e7-883c-f45c89b91419,ng",C0018790,non-entailment,C0018801,,
"23f821f6-66c7-11e7-883c-f45c89b91419,ng",C0151517,non-entailment,C0018801,,
"23f821f6-66c7-11e7-883c-f45c89b91419,ng",C0032227,non-entailment,C0018801,,
"23f821f6-66c7-11e7-883c-f45c89b91419,ng",C0035078,non-entailment,C0018801,,
23f98aee-66c7-11e7-9300-f45c89b91419,C0085615,entailment,C0085615,18,43
"23f98aee-66c7-11e7-9300-f45c89b91419,ng",C0155626,non-entailment,C0085615,,
"23f98aee-66c7-11e7-9300-f45c89b91419,ng",C0018801,non-entailment,C0085615,,
"23f98aee-66c7-11e7-9300-f45c89b91419,ng",C1561643,non-entailment,C0085615,,
"23f98aee-66c7-11e7-9300-f45c89b91419,ng",C0007194,non-entailment,C0085615,,
"23f98aee-66c7-11e7-9300-f45c89b91419,ng",C0151517,non-entailment,C0085615,,
"23f98aee-66c7-11e7-9300-f45c89b91419,ng",C0018802,non-entailment,C0085615,,
"23f98aee-66c7-11e7-9300-f45c89b91419,ng",C0022660,non-entailment,C0085615,,
"23f98aee-66c7-11e7-9300-f45c89b91419,ng",C0002965,non-entailment,C0085615,,
"23f98aee-66c7-11e7-9300-f45c89b91419,ng",C0020538,non-entailment,C0085615,,
"23f98aee-66c7-11e7-9300-f45c89b91419,ng",C0018790,non-entailment,C0085615,,
23f9a622-66c7-11e7-82df-f45c89b91419,C0026267,entailment,C0026267,16,37
"23f9a622-66c7-11e7-82df-f45c89b91419,ng",C0003507,non-entailment,C0026267,,
"23f9a622-66c7-11e7-82df-f45c89b91419,ng",C0026269,non-entailment,C0026267,,
"23f9a622-66c7-11e7-82df-f45c89b91419,ng",C0003504,non-entailment,C0026267,,
"23f9a622-66c7-11e7-82df-f45c89b91419,ng",C0587044,non-entailment,C0026267,,
"23f9a622-66c7-11e7-82df-f45c89b91419,ng",C0242231,non-entailment,C0026267,,
"23f9a622-66c7-11e7-82df-f45c89b91419,ng",C0149721,non-entailment,C0026267,,
"23f9a622-66c7-11e7-82df-f45c89b91419,ng",C0742758,non-entailment,C0026267,,
"23f9a622-66c7-11e7-82df-f45c89b91419,ng",C0027051,non-entailment,C0026267,,
"23f9a622-66c7-11e7-82df-f45c89b91419,ng",C0020542,non-entailment,C0026267,,
"23f9a622-66c7-11e7-82df-f45c89b91419,ng",C0003486,non-entailment,C0026267,,
23f9e0f4-66c7-11e7-91bc-f45c89b91419,C0162871,entailment,C0162871,12,37
"23f9e0f4-66c7-11e7-91bc-f45c89b91419,ng",C0149871,non-entailment,C0162871,,
"23f9e0f4-66c7-11e7-91bc-f45c89b91419,ng",C0007282,non-entailment,C0162871,,
"23f9e0f4-66c7-11e7-91bc-f45c89b91419,ng",C0007273,non-entailment,C0162871,,
"23f9e0f4-66c7-11e7-91bc-f45c89b91419,ng",C0007766,non-entailment,C0162871,,
"23f9e0f4-66c7-11e7-91bc-f45c89b91419,ng",C0042345,non-entailment,C0162871,,
"23f9e0f4-66c7-11e7-91bc-f45c89b91419,ng",C0007787,non-entailment,C0162871,,
"23f9e0f4-66c7-11e7-91bc-f45c89b91419,ng",C0398623,non-entailment,C0162871,,
"23f9e0f4-66c7-11e7-91bc-f45c89b91419,ng",C0242231,non-entailment,C0162871,,
"23f9e0f4-66c7-11e7-91bc-f45c89b91419,ng",C0038833,non-entailment,C0162871,,
"23f9e0f4-66c7-11e7-91bc-f45c89b91419,ng",C0587044,non-entailment,C0162871,,
23fa11c8-66c7-11e7-8af6-f45c89b91419,C0037199,entailment,C0037199,20,29
"23fa11c8-66c7-11e7-8af6-f45c89b91419,ng",C0032285,non-entailment,C0037199,,
"23fa11c8-66c7-11e7-8af6-f45c89b91419,ng",C0694549,non-entailment,C0037199,,
"23fa11c8-66c7-11e7-8af6-f45c89b91419,ng",C0876973,non-entailment,C0037199,,
"23fa11c8-66c7-11e7-8af6-f45c89b91419,ng",C0024115,non-entailment,C0037199,,
"23fa11c8-66c7-11e7-8af6-f45c89b91419,ng",C0040583,non-entailment,C0037199,,
"23fa11c8-66c7-11e7-8af6-f45c89b91419,ng",C0032290,non-entailment,C0037199,,
"23fa11c8-66c7-11e7-8af6-f45c89b91419,ng",C0013182,non-entailment,C0037199,,
"23fa11c8-66c7-11e7-8af6-f45c89b91419,ng",C0014118,non-entailment,C0037199,,
"23fa11c8-66c7-11e7-8af6-f45c89b91419,ng",C0014009,non-entailment,C0037199,,
"23fa11c8-66c7-11e7-8af6-f45c89b91419,ng",C0009450,non-entailment,C0037199,,
23fa3880-66c7-11e7-80c2-f45c89b91419,C0018790,entailment,C0018790,27,41
"23fa3880-66c7-11e7-80c2-f45c89b91419,ng",C0155626,non-entailment,C0018790,,
"23fa3880-66c7-11e7-80c2-f45c89b91419,ng",C0018802,non-entailment,C0018790,,
"23fa3880-66c7-11e7-80c2-f45c89b91419,ng",C0002965,non-entailment,C0018790,,
"23fa3880-66c7-11e7-80c2-f45c89b91419,ng",C0018801,non-entailment,C0018790,,
"23fa3880-66c7-11e7-80c2-f45c89b91419,ng",C0032227,non-entailment,C0018790,,
"23fa3880-66c7-11e7-80c2-f45c89b91419,ng",C0007194,non-entailment,C0018790,,
"23fa3880-66c7-11e7-80c2-f45c89b91419,ng",C0035078,non-entailment,C0018790,,
"23fa3880-66c7-11e7-80c2-f45c89b91419,ng",C0085615,non-entailment,C0018790,,
"23fa3880-66c7-11e7-80c2-f45c89b91419,ng",C0151517,non-entailment,C0018790,,
"23fa3880-66c7-11e7-80c2-f45c89b91419,ng",C0038449,non-entailment,C0018790,,
23fa70b4-66c7-11e7-bb50-f45c89b91419,C0162871,entailment,C0162871,19,55
"23fa70b4-66c7-11e7-bb50-f45c89b91419,ng",C0149871,non-entailment,C0162871,,
"23fa70b4-66c7-11e7-bb50-f45c89b91419,ng",C0007282,non-entailment,C0162871,,
"23fa70b4-66c7-11e7-bb50-f45c89b91419,ng",C0007273,non-entailment,C0162871,,
"23fa70b4-66c7-11e7-bb50-f45c89b91419,ng",C0007766,non-entailment,C0162871,,
"23fa70b4-66c7-11e7-bb50-f45c89b91419,ng",C0042345,non-entailment,C0162871,,
"23fa70b4-66c7-11e7-bb50-f45c89b91419,ng",C0007787,non-entailment,C0162871,,
"23fa70b4-66c7-11e7-bb50-f45c89b91419,ng",C0398623,non-entailment,C0162871,,
"23fa70b4-66c7-11e7-bb50-f45c89b91419,ng",C0242231,non-entailment,C0162871,,
"23fa70b4-66c7-11e7-bb50-f45c89b91419,ng",C0038833,non-entailment,C0162871,,
"23fa70b4-66c7-11e7-bb50-f45c89b91419,ng",C0587044,non-entailment,C0162871,,
23fac0fa-66c7-11e7-bb11-f45c89b91419,C0587044,entailment,C0587044,18,43
"23fac0fa-66c7-11e7-bb11-f45c89b91419,ng",C0027051,non-entailment,C0587044,,
"23fac0fa-66c7-11e7-bb11-f45c89b91419,ng",C0242231,non-entailment,C0587044,,
"23fac0fa-66c7-11e7-bb11-f45c89b91419,ng",C0003504,non-entailment,C0587044,,
"23fac0fa-66c7-11e7-bb11-f45c89b91419,ng",C0026269,non-entailment,C0587044,,
"23fac0fa-66c7-11e7-bb11-f45c89b91419,ng",C0003507,non-entailment,C0587044,,
"23fac0fa-66c7-11e7-bb11-f45c89b91419,ng",C0026267,non-entailment,C0587044,,
"23fac0fa-66c7-11e7-bb11-f45c89b91419,ng",C0742758,non-entailment,C0587044,,
"23fac0fa-66c7-11e7-bb11-f45c89b91419,ng",C0149721,non-entailment,C0587044,,
"23fac0fa-66c7-11e7-bb11-f45c89b91419,ng",C0003486,non-entailment,C0587044,,
"23fac0fa-66c7-11e7-bb11-f45c89b91419,ng",C0020542,non-entailment,C0587044,,
23fc0a8c-66c7-11e7-8389-f45c89b91419,C0262655,entailment,C0262655,16,30
"23fc0a8c-66c7-11e7-8389-f45c89b91419,ng",C0149801,non-entailment,C0262655,,
"23fc0a8c-66c7-11e7-8389-f45c89b91419,ng",C0403447,non-entailment,C0262655,,
"23fc0a8c-66c7-11e7-8389-f45c89b91419,ng",C0012813,non-entailment,C0262655,,
"23fc0a8c-66c7-11e7-8389-f45c89b91419,ng",C0235329,non-entailment,C0262655,,
"23fc0a8c-66c7-11e7-8389-f45c89b91419,ng",C0035078,non-entailment,C0262655,,
"23fc0a8c-66c7-11e7-8389-f45c89b91419,ng",C0457949,non-entailment,C0262655,,
"23fc0a8c-66c7-11e7-8389-f45c89b91419,ng",C0010709,non-entailment,C0262655,,
"23fc0a8c-66c7-11e7-8389-f45c89b91419,ng",C0694549,non-entailment,C0262655,,
"23fc0a8c-66c7-11e7-8389-f45c89b91419,ng",C0150055,non-entailment,C0262655,,
"23fc0a8c-66c7-11e7-8389-f45c89b91419,ng",C0162871,non-entailment,C0262655,,
23fc2634-66c7-11e7-a899-f45c89b91419,C0020542,entailment,C0020542,16,38
"23fc2634-66c7-11e7-a899-f45c89b91419,ng",C0026269,non-entailment,C0020542,,
"23fc2634-66c7-11e7-a899-f45c89b91419,ng",C0003507,non-entailment,C0020542,,
"23fc2634-66c7-11e7-a899-f45c89b91419,ng",C0003504,non-entailment,C0020542,,
"23fc2634-66c7-11e7-a899-f45c89b91419,ng",C0034063,non-entailment,C0020542,,
"23fc2634-66c7-11e7-a899-f45c89b91419,ng",C0026267,non-entailment,C0020542,,
"23fc2634-66c7-11e7-a899-f45c89b91419,ng",C0149721,non-entailment,C0020542,,
"23fc2634-66c7-11e7-a899-f45c89b91419,ng",C0587044,non-entailment,C0020542,,
"23fc2634-66c7-11e7-a899-f45c89b91419,ng",C0027051,non-entailment,C0020542,,
"23fc2634-66c7-11e7-a899-f45c89b91419,ng",C0242231,non-entailment,C0020542,,
"23fc2634-66c7-11e7-a899-f45c89b91419,ng",C0742758,non-entailment,C0020542,,
23fc326e-66c7-11e7-a1b2-f45c89b91419,C1960800,entailment,C1960800,16,40
23fcc6a2-66c7-11e7-b4ec-f45c89b91419,C0010054,entailment,C0010054,16,32
"23fcc6a2-66c7-11e7-b4ec-f45c89b91419,ng",C0002965,non-entailment,C0010054,,
"23fcc6a2-66c7-11e7-b4ec-f45c89b91419,ng",C0007194,non-entailment,C0010054,,
"23fcc6a2-66c7-11e7-b4ec-f45c89b91419,ng",C0155626,non-entailment,C0010054,,
"23fcc6a2-66c7-11e7-b4ec-f45c89b91419,ng",C0038449,non-entailment,C0010054,,
"23fcc6a2-66c7-11e7-b4ec-f45c89b91419,ng",C0020538,non-entailment,C0010054,,
"23fcc6a2-66c7-11e7-b4ec-f45c89b91419,ng",C0018802,non-entailment,C0010054,,
"23fcc6a2-66c7-11e7-b4ec-f45c89b91419,ng",C0035439,non-entailment,C0010054,,
"23fcc6a2-66c7-11e7-b4ec-f45c89b91419,ng",C0085129,non-entailment,C0010054,,
"23fcc6a2-66c7-11e7-b4ec-f45c89b91419,ng",C0011880,non-entailment,C0010054,,
"23fcc6a2-66c7-11e7-b4ec-f45c89b91419,ng",C0085615,non-entailment,C0010054,,
23fd3b78-66c7-11e7-957e-f45c89b91419,C0235480,entailment,C0235480,16,46
"23fd3b78-66c7-11e7-957e-f45c89b91419,ng",C0024117,non-entailment,C0235480,,
"23fd3b78-66c7-11e7-957e-f45c89b91419,ng",C0038454,non-entailment,C0235480,,
"23fd3b78-66c7-11e7-957e-f45c89b91419,ng",C0442874,non-entailment,C0235480,,
"23fd3b78-66c7-11e7-957e-f45c89b91419,ng",C0151517,non-entailment,C0235480,,
"23fd3b78-66c7-11e7-957e-f45c89b91419,ng",C0520679,non-entailment,C0235480,,
"23fd3b78-66c7-11e7-957e-f45c89b91419,ng",C0020456,non-entailment,C0235480,,
"23fd3b78-66c7-11e7-957e-f45c89b91419,ng",C1510654,non-entailment,C0235480,,
"23fd3b78-66c7-11e7-957e-f45c89b91419,ng",C0018099,non-entailment,C0235480,,
"23fd3b78-66c7-11e7-957e-f45c89b91419,ng",C0162316,non-entailment,C0235480,,
"23fd3b78-66c7-11e7-957e-f45c89b91419,ng",C0037315,non-entailment,C0235480,,
23fd4f00-66c7-11e7-9b69-f45c89b91419,C0679247,entailment,C0679247,14,30
"23fd4f00-66c7-11e7-9b69-f45c89b91419,ng",C0150055,non-entailment,C0679247,,
"23fd4f00-66c7-11e7-9b69-f45c89b91419,ng",C0457949,non-entailment,C0679247,,
"23fd4f00-66c7-11e7-9b69-f45c89b91419,ng",C0032290,non-entailment,C0679247,,
"23fd4f00-66c7-11e7-9b69-f45c89b91419,ng",C0019196,non-entailment,C0679247,,
"23fd4f00-66c7-11e7-9b69-f45c89b91419,ng",C0013182,non-entailment,C0679247,,
"23fd4f00-66c7-11e7-9b69-f45c89b91419,ng",C0024115,non-entailment,C0679247,,
"23fd4f00-66c7-11e7-9b69-f45c89b91419,ng",C0949083,non-entailment,C0679247,,
"23fd4f00-66c7-11e7-9b69-f45c89b91419,ng",C0694549,non-entailment,C0679247,,
"23fd4f00-66c7-11e7-9b69-f45c89b91419,ng",C0403447,non-entailment,C0679247,,
"23fd4f00-66c7-11e7-9b69-f45c89b91419,ng",C0034063,non-entailment,C0679247,,
23fdbdd2-66c7-11e7-99dd-f45c89b91419,C0022661,entailment,C0022661,16,43
"23fdbdd2-66c7-11e7-99dd-f45c89b91419,ng",C1561643,non-entailment,C0022661,,
"23fdbdd2-66c7-11e7-99dd-f45c89b91419,ng",C0018802,non-entailment,C0022661,,
"23fdbdd2-66c7-11e7-99dd-f45c89b91419,ng",C0022660,non-entailment,C0022661,,
"23fdbdd2-66c7-11e7-99dd-f45c89b91419,ng",C0038449,non-entailment,C0022661,,
"23fdbdd2-66c7-11e7-99dd-f45c89b91419,ng",C0020538,non-entailment,C0022661,,
"23fdbdd2-66c7-11e7-99dd-f45c89b91419,ng",C0018801,non-entailment,C0022661,,
"23fdbdd2-66c7-11e7-99dd-f45c89b91419,ng",C0162316,non-entailment,C0022661,,
"23fdbdd2-66c7-11e7-99dd-f45c89b91419,ng",C0155626,non-entailment,C0022661,,
"23fdbdd2-66c7-11e7-99dd-f45c89b91419,ng",C0032227,non-entailment,C0022661,,
"23fdbdd2-66c7-11e7-99dd-f45c89b91419,ng",C0018799,non-entailment,C0022661,,
23fe5cb0-66c7-11e7-840f-f45c89b91419,C0018802,entailment,C0018802,16,40
"23fe5cb0-66c7-11e7-840f-f45c89b91419,ng",C0035078,non-entailment,C0018802,,
"23fe5cb0-66c7-11e7-840f-f45c89b91419,ng",C0032227,non-entailment,C0018802,,
"23fe5cb0-66c7-11e7-840f-f45c89b91419,ng",C1561643,non-entailment,C0018802,,
"23fe5cb0-66c7-11e7-840f-f45c89b91419,ng",C0155626,non-entailment,C0018802,,
"23fe5cb0-66c7-11e7-840f-f45c89b91419,ng",C0002965,non-entailment,C0018802,,
"23fe5cb0-66c7-11e7-840f-f45c89b91419,ng",C0007194,non-entailment,C0018802,,
"23fe5cb0-66c7-11e7-840f-f45c89b91419,ng",C0022660,non-entailment,C0018802,,
"23fe5cb0-66c7-11e7-840f-f45c89b91419,ng",C0020538,non-entailment,C0018802,,
"23fe5cb0-66c7-11e7-840f-f45c89b91419,ng",C0018790,non-entailment,C0018802,,
"23fe5cb0-66c7-11e7-840f-f45c89b91419,ng",C0085615,non-entailment,C0018802,,
23ff4e5c-66c7-11e7-b6e5-f45c89b91419,C0020542,entailment,C0020542,16,38
"23ff4e5c-66c7-11e7-b6e5-f45c89b91419,ng",C0026269,non-entailment,C0020542,,
"23ff4e5c-66c7-11e7-b6e5-f45c89b91419,ng",C0003507,non-entailment,C0020542,,
"23ff4e5c-66c7-11e7-b6e5-f45c89b91419,ng",C0003504,non-entailment,C0020542,,
"23ff4e5c-66c7-11e7-b6e5-f45c89b91419,ng",C0034063,non-entailment,C0020542,,
"23ff4e5c-66c7-11e7-b6e5-f45c89b91419,ng",C0026267,non-entailment,C0020542,,
"23ff4e5c-66c7-11e7-b6e5-f45c89b91419,ng",C0149721,non-entailment,C0020542,,
"23ff4e5c-66c7-11e7-b6e5-f45c89b91419,ng",C0587044,non-entailment,C0020542,,
"23ff4e5c-66c7-11e7-b6e5-f45c89b91419,ng",C0027051,non-entailment,C0020542,,
"23ff4e5c-66c7-11e7-b6e5-f45c89b91419,ng",C0242231,non-entailment,C0020542,,
"23ff4e5c-66c7-11e7-b6e5-f45c89b91419,ng",C0742758,non-entailment,C0020542,,
23fff05c-66c7-11e7-93d4-f45c89b91419,C0007282,entailment,C0007282,8,24
"23fff05c-66c7-11e7-93d4-f45c89b91419,ng",C0007787,non-entailment,C0007282,,
"23fff05c-66c7-11e7-93d4-f45c89b91419,ng",C0007766,non-entailment,C0007282,,
"23fff05c-66c7-11e7-93d4-f45c89b91419,ng",C0333559,non-entailment,C0007282,,
"23fff05c-66c7-11e7-93d4-f45c89b91419,ng",C0162871,non-entailment,C0007282,,
"23fff05c-66c7-11e7-93d4-f45c89b91419,ng",C0236073,non-entailment,C0007282,,
"23fff05c-66c7-11e7-93d4-f45c89b91419,ng",C0149871,non-entailment,C0007282,,
"23fff05c-66c7-11e7-93d4-f45c89b91419,ng",C0398623,non-entailment,C0007282,,
"23fff05c-66c7-11e7-93d4-f45c89b91419,ng",C0003486,non-entailment,C0007282,,
"23fff05c-66c7-11e7-93d4-f45c89b91419,ng",C0242231,non-entailment,C0007282,,
"23fff05c-66c7-11e7-93d4-f45c89b91419,ng",C0027051,non-entailment,C0007282,,
24000e52-66c7-11e7-8678-f45c89b91419,C0022661,entailment,C0022661,16,37
"24000e52-66c7-11e7-8678-f45c89b91419,ng",C0022660,non-entailment,C1561643,,
"24000e52-66c7-11e7-8678-f45c89b91419,ng",C0022661,non-entailment,C1561643,,
"24000e52-66c7-11e7-8678-f45c89b91419,ng",C0018801,non-entailment,C1561643,,
"24000e52-66c7-11e7-8678-f45c89b91419,ng",C0085615,non-entailment,C1561643,,
"24000e52-66c7-11e7-8678-f45c89b91419,ng",C0035078,non-entailment,C1561643,,
"24000e52-66c7-11e7-8678-f45c89b91419,ng",C0018802,non-entailment,C1561643,,
"24000e52-66c7-11e7-8678-f45c89b91419,ng",C0155626,non-entailment,C1561643,,
"24000e52-66c7-11e7-8678-f45c89b91419,ng",C0018799,non-entailment,C1561643,,
"24000e52-66c7-11e7-8678-f45c89b91419,ng",C0032227,non-entailment,C1561643,,
"24000e52-66c7-11e7-8678-f45c89b91419,ng",C0162316,non-entailment,C1561643,,
"24000e52-66c7-11e7-8678-f45c89b91419,ng",C1561643,non-entailment,C0022661,,
