pair_id,CUI,label,original_cui,start_index,end_index
"24000a6c-66c7-11e7-9e6f-f45c89b91419,ng",C0333559,non-entailment,C0022661,,
"23ee10b4-66c7-11e7-b754-f45c89b91419,ng",C0014009,non-entailment,C0007787,,
"243d7e68-66c7-11e7-afd4-f45c89b91419,ng",C0034155,non-entailment,C0007194,,
"23f4254c-66c7-11e7-b0de-f45c89b91419,ng",C0742758,non-entailment,C0004096,,
"2403dadc-66c7-11e7-9f41-f45c89b91419,ng",C0003486,non-entailment,C0457949,,
"1f309338-66c7-11e7-b3ab-f45c89b91419,ng",C0152025,non-entailment,C0019348,,
2420c994-66c7-11e7-9f2f-f45c89b91419,C0024115,entailment,C0024115,40,54
"189d196c-66c7-11e7-a5a0-f45c89b91419,ng",C0025517,non-entailment,C0018799,,
"2420e03e-66c7-11e7-9cce-f45c89b91419,ng",C0022661,non-entailment,C0012813,,
"24484e88-66c7-11e7-8aa3-f45c89b91419,ng",C1527303,non-entailment,C0235329,,
"18938c92-66c7-11e7-90e0-f45c89b91419,ng",C0162871,non-entailment,C0017168,,
"189f55f4-66c7-11e7-9a9b-f45c89b91419,ng",C0242231,non-entailment,C0162871,,
1f301528-66c7-11e7-ae46-f45c89b91419,C0038454,entailment,C0038454,30,36
"23f29024-66c7-11e7-8064-f45c89b91419,ng",C0008272,non-entailment,C0236073,,
"24128b10-66c7-11e7-a992-f45c89b91419,ng",C0004364,non-entailment,C0003486,,
"242a8c06-66c7-11e7-9e79-f45c89b91419,ng",C0003507,non-entailment,C0024117,,
"242f6d50-66c7-11e7-83a2-f45c89b91419,ng",C0333559,non-entailment,C0040583,,
"242bcc06-66c7-11e7-8e8d-f45c89b91419,ng",C1527303,non-entailment,C0032326,,
"2412fd26-66c7-11e7-952d-f45c89b91419,ng",C0032371,non-entailment,C0003864,,
18933d64-66c7-11e7-874c-f45c89b91419,C0020456,entailment,C0020456,8,31
"243d7e68-66c7-11e7-afd4-f45c89b91419,ng",C0008350,non-entailment,C0007194,,
"240c9938-66c7-11e7-b43d-f45c89b91419,ng",C0026269,non-entailment,C0038454,,
"242d5542-66c7-11e7-b796-f45c89b91419,ng",C0020542,non-entailment,C0009450,,
"23f98aee-66c7-11e7-9300-f45c89b91419,ng",C0037199,non-entailment,C0085615,,
"2408ebbe-66c7-11e7-ae8e-f45c89b91419,ng",C0012813,non-entailment,C0021843,,
"2424695a-66c7-11e7-bd9b-f45c89b91419,ng",C0149871,non-entailment,C0022104,,
"243cbd48-66c7-11e7-aaa4-f45c89b91419,ng",C0038449,non-entailment,C0034063,,
"24498238-66c7-11e7-9621-f45c89b91419,ng",C0002940,non-entailment,C0032285,,
"24141640-66c7-11e7-a97e-f45c89b91419,ng",C0009450,non-entailment,C0151517,,
"189a298a-66c7-11e7-8602-f45c89b91419,ng",C0457949,non-entailment,C0020456,,
"23eea75c-66c7-11e7-bf44-f45c89b91419,ng",C0442874,non-entailment,C0015230,,
"1f301528-66c7-11e7-ae46-f45c89b91419,ng",C0003507,non-entailment,C0038454,,
"242c611e-66c7-11e7-9b73-f45c89b91419,ng",C0150055,non-entailment,C0032285,,
"23fcb5c0-66c7-11e7-bc68-f45c89b91419,ng",C0018790,non-entailment,C0027051,,
"1f2eaa5a-66c7-11e7-b4e6-f45c89b91419,ng",C0403447,non-entailment,C0020542,,
"23f9e0f4-66c7-11e7-91bc-f45c89b91419,ng",C0149721,non-entailment,C0162871,,
"23fa3880-66c7-11e7-80c2-f45c89b91419,ng",C0155909,non-entailment,C0018790,,
"23f33682-66c7-11e7-90c4-f45c89b91419,ng",C0018799,non-entailment,C0022661,,
"189a0cf0-66c7-11e7-aba1-f45c89b91419,ng",C0494475,non-entailment,C0022660,,
"24180976-66c7-11e7-b435-f45c89b91419,ng",C0155909,non-entailment,C0150055,,
"24000a6c-66c7-11e7-9e6f-f45c89b91419,ng",C0021843,non-entailment,C1561643,,
"2437d3a8-66c7-11e7-a1a5-f45c89b91419,ng",C0002940,non-entailment,C0694549,,
"23f0cbe8-66c7-11e7-b99c-f45c89b91419,ng",C0558382,non-entailment,C0019196,,
"23ef22b8-66c7-11e7-93e1-f45c89b91419,ng",C0007194,non-entailment,C0020538,,
"241edc24-66c7-11e7-9157-f45c89b91419,ng",C0333559,non-entailment,C0020538,,
"2437d3a8-66c7-11e7-a1a5-f45c89b91419,ng",C0023895,non-entailment,C0694549,,
"242af400-66c7-11e7-928f-f45c89b91419,ng",C0003504,non-entailment,C0018802,,
"23ee10b4-66c7-11e7-b754-f45c89b91419,ng",C0011860,non-entailment,C0007787,,
"243d8c50-66c7-11e7-a110-f45c89b91419,ng",C0876973,non-entailment,C0024117,,
24150822-66c7-11e7-b3d8-f45c89b91419,C0002871,entailment,C0002871,13,19
"23ff4e5c-66c7-11e7-b6e5-f45c89b91419,ng",C0011854,non-entailment,C0020542,,
"24128b10-66c7-11e7-a992-f45c89b91419,ng",C0149871,non-entailment,C0003486,,
"2439dac2-66c7-11e7-af75-f45c89b91419,ng",C0012819,non-entailment,C0333559,,
"189a0cf0-66c7-11e7-aba1-f45c89b91419,ng",C0018799,non-entailment,C0022660,,
"23fa3880-66c7-11e7-80c2-f45c89b91419,ng",C0152025,non-entailment,C0018790,,
"2429a5ee-66c7-11e7-8904-f45c89b91419,ng",C0018799,non-entailment,C0150055,,
2420e03e-66c7-11e7-9cce-f45c89b91419,C0012813,entailment,C0012813,29,43
"241fc9de-66c7-11e7-ae0d-f45c89b91419,ng",C0003864,non-entailment,C0017152,,
2401501e-66c7-11e7-a3a0-f45c89b91419,C0024117,entailment,C0024117,20,24
"1f36dc5c-66c7-11e7-a54f-f45c89b91419,ng",C0011849,non-entailment,C0020456,,
"24330836-66c7-11e7-95f8-f45c89b91419,ng",C0001339,non-entailment,C0007273,,
"2428a2e8-66c7-11e7-8a78-f45c89b91419,ng",C0333559,non-entailment,C0235329,,
"242f0f54-66c7-11e7-acc0-f45c89b91419,ng",C0003507,non-entailment,C0032227,,
"23fdbdd2-66c7-11e7-99dd-f45c89b91419,ng",C0149871,non-entailment,C0022661,,
"1f337690-66c7-11e7-bca3-f45c89b91419,ng",C0162871,non-entailment,C0149871,,
"23ebd37e-66c7-11e7-aec4-f45c89b91419,ng",C0004364,non-entailment,C0032290,,
"2411185a-66c7-11e7-b5ee-f45c89b91419,ng",C0001339,non-entailment,C0032371,,
"1f301528-66c7-11e7-ae46-f45c89b91419,ng",C1527303,non-entailment,C0038454,,
"241f3e58-66c7-11e7-9d85-f45c89b91419,ng",C0003864,non-entailment,C0024115,,
"24163b3a-66c7-11e7-bc21-f45c89b91419,ng",C0018802,non-entailment,C0010054,,
23ef0ca6-66c7-11e7-8d41-f45c89b91419,C0042029,entailment,C0042029,19,42
"189bf1f4-66c7-11e7-bc85-f45c89b91419,ng",C0018099,non-entailment,C0007282,,
"24180976-66c7-11e7-b435-f45c89b91419,ng",C0034063,non-entailment,C0150055,,
"24002d4a-66c7-11e7-8ca7-f45c89b91419,ng",C0013182,non-entailment,C0012813,,
"23eff622-66c7-11e7-b6e1-f45c89b91419,ng",C0014118,non-entailment,C0242231,,
"241facee-66c7-11e7-8cbc-f45c89b91419,ng",C0003504,non-entailment,C0002871,,
"24148242-66c7-11e7-816e-f45c89b91419,ng",C0037315,non-entailment,C0020538,,
"24139e36-66c7-11e7-a24d-f45c89b91419,ng",C0010068,non-entailment,C0150055,,
"1f309338-66c7-11e7-b3ab-f45c89b91419,ng",C0742758,non-entailment,C0019348,,
"1f312322-66c7-11e7-a5db-f45c89b91419,ng",C0002940,non-entailment,C0011854,,
"2437efd2-66c7-11e7-9326-f45c89b91419,ng",C0235480,non-entailment,C0042029,,
"2425939a-66c7-11e7-9407-f45c89b91419,ng",C0149801,non-entailment,C0042029,,
"23ee10b4-66c7-11e7-b754-f45c89b91419,ng",C0022660,non-entailment,C0007787,,
"2432d8a8-66c7-11e7-a1af-f45c89b91419,ng",C0035078,non-entailment,C0010709,,
"23f9c1be-66c7-11e7-a433-f45c89b91419,ng",C0876973,non-entailment,C0002940,,
"18961908-66c7-11e7-931d-f45c89b91419,ng",C0004763,non-entailment,C0035439,,
"242f8164-66c7-11e7-9caa-f45c89b91419,ng",C0014009,non-entailment,C0037315,,
"2429943e-66c7-11e7-927a-f45c89b91419,ng",C0001339,non-entailment,C0018802,,
"241b8a92-66c7-11e7-8fe0-f45c89b91419,ng",C0020538,non-entailment,C0034063,,
"1f2f6564-66c7-11e7-9ada-f45c89b91419,ng",C0149721,non-entailment,C0020456,,
23fcc6a2-66c7-11e7-b4ec-f45c89b91419,C0010054,entailment,C0010054,17,33
"241ea812-66c7-11e7-b42f-f45c89b91419,ng",C0012813,non-entailment,C0042029,,
"23fd4f00-66c7-11e7-9b69-f45c89b91419,ng",C0038449,non-entailment,C0679247,,
"242a0f5e-66c7-11e7-a4fc-f45c89b91419,ng",C0150055,non-entailment,C0020538,,
"24111cc6-66c7-11e7-a6be-f45c89b91419,ng",C0035021,non-entailment,C0022661,,
"18947a12-66c7-11e7-92a0-f45c89b91419,ng",C0013182,non-entailment,C0002871,,
"2432d8a8-66c7-11e7-a1af-f45c89b91419,ng",C0023895,non-entailment,C0010709,,
"189de41c-66c7-11e7-bfaa-f45c89b91419,ng",C0034063,non-entailment,C0022660,,
"2424695a-66c7-11e7-bd9b-f45c89b91419,ng",C0032371,non-entailment,C0022104,,
"189d196c-66c7-11e7-a5a0-f45c89b91419,ng",C0011849,non-entailment,C0018799,,
"240b61f8-66c7-11e7-b4c4-f45c89b91419,ng",C0032285,non-entailment,C0022661,,
"2409c8ca-66c7-11e7-aefd-f45c89b91419,ng",C0587044,non-entailment,C0027051,,
"23fd3b78-66c7-11e7-957e-f45c89b91419,ng",C0235329,non-entailment,C0235480,,
"23eea75c-66c7-11e7-bf44-f45c89b91419,ng",C0494475,non-entailment,C0015230,,
"242af400-66c7-11e7-928f-f45c89b91419,ng",C0004763,non-entailment,C0018802,,
"23f9e0f4-66c7-11e7-91bc-f45c89b91419,ng",C1527303,non-entailment,C0162871,,
"23ecad24-66c7-11e7-b910-f45c89b91419,ng",C0020676,non-entailment,C0032227,,
"2401d780-66c7-11e7-986f-f45c89b91419,ng",C0011854,non-entailment,C0014009,,
"242246fa-66c7-11e7-a59d-f45c89b91419,ng",C0038449,non-entailment,C0022661,,
"18932266-66c7-11e7-a4e3-f45c89b91419,ng",C0007787,non-entailment,C0010054,,
"18961908-66c7-11e7-931d-f45c89b91419,ng",C0162871,non-entailment,C0035439,,
"24498238-66c7-11e7-9621-f45c89b91419,ng",C0001339,non-entailment,C0032285,,
"23fd4f00-66c7-11e7-9b69-f45c89b91419,ng",C0235329,non-entailment,C0679247,,
"18933d64-66c7-11e7-874c-f45c89b91419,ng",C1527303,non-entailment,C0020456,,
"2436b934-66c7-11e7-a526-f45c89b91419,ng",C0011880,non-entailment,C0020538,,
"24147d10-66c7-11e7-801d-f45c89b91419,ng",C0152025,non-entailment,C0235325,,
"23fdbdd2-66c7-11e7-99dd-f45c89b91419,ng",C0011854,non-entailment,C0022661,,
"23fa70b4-66c7-11e7-bb50-f45c89b91419,ng",C0007282,non-entailment,C0162871,,
"24464874-66c7-11e7-b106-f45c89b91419,ng",C0035021,non-entailment,C0007273,,
"241acbac-66c7-11e7-9650-f45c89b91419,ng",C0235325,non-entailment,C0022661,,
"242f0f54-66c7-11e7-acc0-f45c89b91419,ng",C0019348,non-entailment,C0032227,,
"189bf1f4-66c7-11e7-bc85-f45c89b91419,ng",C0149871,non-entailment,C0007282,,
"2402a7de-66c7-11e7-8392-f45c89b91419,ng",C1510654,non-entailment,C0030305,,
"241ee142-66c7-11e7-9eba-f45c89b91419,ng",C0038449,non-entailment,C0022661,,
1f354c70-66c7-11e7-9f55-f45c89b91419,C0035021,entailment,C0035021,13,29
"24000a6c-66c7-11e7-9e6f-f45c89b91419,ng",C0034063,non-entailment,C1561643,,
23f0cbe8-66c7-11e7-b99c-f45c89b91419,C0019196,entailment,C0019196,17,28
"24257d2c-66c7-11e7-9a5e-f45c89b91419,ng",C0038449,non-entailment,C0002965,,
"2429b228-66c7-11e7-9071-f45c89b91419,ng",C0023890,non-entailment,C0008325,,
"1893f34c-66c7-11e7-a61f-f45c89b91419,ng",C0034063,non-entailment,C0010054,,
"1f300166-66c7-11e7-afd7-f45c89b91419,ng",C0742758,non-entailment,C0011860,,
"23f9c1be-66c7-11e7-a433-f45c89b91419,ng",C0021843,non-entailment,C0002940,,
"2404e826-66c7-11e7-bd9b-f45c89b91419,ng",C0587044,non-entailment,C0020538,,
"1f32a0b0-66c7-11e7-bd1c-f45c89b91419,ng",C0004364,non-entailment,C0019348,,
"2428d530-66c7-11e7-a04a-f45c89b91419,ng",C0152020,non-entailment,C0042029,,
"2402a7de-66c7-11e7-8392-f45c89b91419,ng",C0565599,non-entailment,C0030305,,
"241f0d0c-66c7-11e7-a932-f45c89b91419,ng",C0742758,non-entailment,C0020538,,
"189f55f4-66c7-11e7-9a9b-f45c89b91419,ng",C0042029,non-entailment,C0162871,,
"24498238-66c7-11e7-9621-f45c89b91419,ng",C0035439,non-entailment,C0032285,,
"24484e88-66c7-11e7-8aa3-f45c89b91419,ng",C0038454,non-entailment,C0235329,,
"241517fa-66c7-11e7-9c87-f45c89b91419,ng",C0032290,non-entailment,C0007787,,
"242e3ec6-66c7-11e7-8ab8-f45c89b91419,ng",C0015230,non-entailment,C0398623,,
189457dc-66c7-11e7-84b9-f45c89b91419,C0149931,entailment,C0149931,17,26
"1898cb62-66c7-11e7-a139-f45c89b91419,ng",C0032326,non-entailment,C0024115,,
"2427ba24-66c7-11e7-a037-f45c89b91419,ng",C0038454,non-entailment,C0008350,,
"23f29024-66c7-11e7-8064-f45c89b91419,ng",C0019348,non-entailment,C0236073,,
1f312322-66c7-11e7-a5db-f45c89b91419,C0011854,entailment,C0011854,17,32
"23fcb5c0-66c7-11e7-bc68-f45c89b91419,ng",C0032227,non-entailment,C0027051,,
"2424695a-66c7-11e7-bd9b-f45c89b91419,ng",C0150055,non-entailment,C0022104,,
2423cf1a-66c7-11e7-9465-f45c89b91419,C0004096,entailment,C0004096,17,23
"2403dadc-66c7-11e7-9f41-f45c89b91419,ng",C0003864,non-entailment,C0457949,,
2428a2e8-66c7-11e7-8a78-f45c89b91419,C0235329,entailment,C0235329,19,42
"24330836-66c7-11e7-95f8-f45c89b91419,ng",C0011849,non-entailment,C0007273,,
"24000a6c-66c7-11e7-9e6f-f45c89b91419,ng",C0007194,non-entailment,C1561643,,
1895d52e-66c7-11e7-a48f-f45c89b91419,C0036690,entailment,C0036690,13,19
"24139e36-66c7-11e7-a24d-f45c89b91419,ng",C0587044,non-entailment,C0150055,,
"24002d4a-66c7-11e7-8ca7-f45c89b91419,ng",C0032290,non-entailment,C0012813,,
"1f36a9c6-66c7-11e7-8519-f45c89b91419,ng",C0085129,non-entailment,C0235329,,
"189457dc-66c7-11e7-84b9-f45c89b91419,ng",C0007787,non-entailment,C0149931,,
"241f3e58-66c7-11e7-9d85-f45c89b91419,ng",C0494475,non-entailment,C0024115,,
"2441aa24-66c7-11e7-a698-f45c89b91419,ng",C0002965,non-entailment,C0020538,,
"2409c8ca-66c7-11e7-aefd-f45c89b91419,ng",C0152025,non-entailment,C0027051,,
"243d8c50-66c7-11e7-a110-f45c89b91419,ng",C0403447,non-entailment,C0024117,,
"240f13d2-66c7-11e7-8bdb-f45c89b91419,ng",C0949083,non-entailment,C0003507,,
"243587da-66c7-11e7-8eb4-f45c89b91419,ng",C0150055,non-entailment,C0235329,,
"189a298a-66c7-11e7-8602-f45c89b91419,ng",C0011168,non-entailment,C0020456,,
"24163b3a-66c7-11e7-bc21-f45c89b91419,ng",C0013182,non-entailment,C0010054,,
"23fe5cb0-66c7-11e7-840f-f45c89b91419,ng",C0011849,non-entailment,C0018802,,
"240e48dc-66c7-11e7-85c3-f45c89b91419,ng",C0004763,non-entailment,C0149931,,
"24372692-66c7-11e7-b324-f45c89b91419,ng",C0235329,non-entailment,C0149801,,
2400437e-66c7-11e7-b8c3-f45c89b91419,C0024117,entailment,C0024117,17,21
"2412e96e-66c7-11e7-9954-f45c89b91419,ng",C0010709,non-entailment,C0042029,,
"24204474-66c7-11e7-833a-f45c89b91419,ng",C0155909,non-entailment,C0020538,,
"23f821f6-66c7-11e7-883c-f45c89b91419,ng",C0027051,non-entailment,C0018801,,
24498238-66c7-11e7-9621-f45c89b91419,C0032285,entailment,C0032285,17,26
"2441aa24-66c7-11e7-a698-f45c89b91419,ng",C0403447,non-entailment,C0020538,,
"242246fa-66c7-11e7-a59d-f45c89b91419,ng",C0011860,non-entailment,C0022661,,
"243d7e68-66c7-11e7-afd4-f45c89b91419,ng",C0587044,non-entailment,C0007194,,
"2425d8b0-66c7-11e7-83bc-f45c89b91419,ng",C0162871,non-entailment,C0027051,,
"24159be6-66c7-11e7-b476-f45c89b91419,ng",C0014118,non-entailment,C0027051,,
"2426decc-66c7-11e7-823c-f45c89b91419,ng",C0014118,non-entailment,C0042029,,
"23fc0a8c-66c7-11e7-8389-f45c89b91419,ng",C0035078,non-entailment,C0262655,,
"189de41c-66c7-11e7-bfaa-f45c89b91419,ng",C0008325,non-entailment,C0022660,,
"242c4940-66c7-11e7-850c-f45c89b91419,ng",C0030305,non-entailment,C0018790,,
"1f2d4f5c-66c7-11e7-91f2-f45c89b91419,ng",C0018099,non-entailment,C0038454,,
"2432d8a8-66c7-11e7-a1af-f45c89b91419,ng",C0038449,non-entailment,C0010709,,
"1f35a666-66c7-11e7-9c66-f45c89b91419,ng",C0558382,non-entailment,C0018790,,
"240f13d2-66c7-11e7-8bdb-f45c89b91419,ng",C0032371,non-entailment,C0003507,,
"1f32a0b0-66c7-11e7-bd1c-f45c89b91419,ng",C0020542,non-entailment,C0019348,,
"1894640a-66c7-11e7-a0dc-f45c89b91419,ng",C0011854,non-entailment,C0014544,,
"2429b228-66c7-11e7-9071-f45c89b91419,ng",C0035021,non-entailment,C0008325,,
"243457ac-66c7-11e7-8475-f45c89b91419,ng",C0010068,non-entailment,C0149801,,
"1f2da486-66c7-11e7-94ca-f45c89b91419,ng",C0008272,non-entailment,C0018790,,
"1f2d4f5c-66c7-11e7-91f2-f45c89b91419,ng",C0565599,non-entailment,C0038454,,
189d196c-66c7-11e7-a5a0-f45c89b91419,C0018799,entailment,C0018799,1,16
"243e8718-66c7-11e7-8f2f-f45c89b91419,ng",C0742758,non-entailment,C0004096,,
"2401501e-66c7-11e7-a3a0-f45c89b91419,ng",C0022660,non-entailment,C0024117,,
"2402a7de-66c7-11e7-8392-f45c89b91419,ng",C0030312,non-entailment,C0030305,,
"2436c6ae-66c7-11e7-82d5-f45c89b91419,ng",C0018802,non-entailment,C0012813,,
"189c087e-66c7-11e7-bc9c-f45c89b91419,ng",C0022660,non-entailment,C0442874,,
"2400437e-66c7-11e7-b8c3-f45c89b91419,ng",C0020456,non-entailment,C0024117,,
"23f25258-66c7-11e7-be33-f45c89b91419,ng",C0003507,non-entailment,C0017168,,
"24163b3a-66c7-11e7-bc21-f45c89b91419,ng",C0009450,non-entailment,C0010054,,
"1f354c70-66c7-11e7-9f55-f45c89b91419,ng",C0022661,non-entailment,C0035021,,
"24071050-66c7-11e7-91fd-f45c89b91419,ng",C0002965,non-entailment,C0010054,,
"242eae42-66c7-11e7-b8ce-f45c89b91419,ng",C0262655,non-entailment,C0030283,,
"1f3547b6-66c7-11e7-9d04-f45c89b91419,ng",C0042345,non-entailment,C0565599,,
"1f333db8-66c7-11e7-96b0-f45c89b91419,ng",C0034063,non-entailment,C0018790,,
18932266-66c7-11e7-a4e3-f45c89b91419,C0010054,entailment,C0010054,17,36
189f5a54-66c7-11e7-aa20-f45c89b91419,C0038454,entailment,C0038454,12,18
"18961908-66c7-11e7-931d-f45c89b91419,ng",C0020542,non-entailment,C0035439,,
"1f312322-66c7-11e7-a5db-f45c89b91419,ng",C0034063,non-entailment,C0011854,,
"243587da-66c7-11e7-8eb4-f45c89b91419,ng",C0017152,non-entailment,C0235329,,
241d7a3a-66c7-11e7-a800-f45c89b91419,C0010054,entailment,C0010054,17,40
"243cbd48-66c7-11e7-aaa4-f45c89b91419,ng",C0020456,non-entailment,C0034063,,
"23f038ba-66c7-11e7-9871-f45c89b91419,ng",C0026269,non-entailment,C0018802,,
"241ea812-66c7-11e7-b42f-f45c89b91419,ng",C0242231,non-entailment,C0042029,,
1899f6f4-66c7-11e7-baa4-f45c89b91419,C0018099,entailment,C0018099,17,21
"23f0c76c-66c7-11e7-9db4-f45c89b91419,ng",C0565599,non-entailment,C0027765,,
"23f2fb5e-66c7-11e7-899b-f45c89b91419,ng",C0032290,non-entailment,C0020538,,
"241f0d0c-66c7-11e7-a932-f45c89b91419,ng",C0015230,non-entailment,C0020538,,
"189f5a54-66c7-11e7-aa20-f45c89b91419,ng",C0032290,non-entailment,C0038454,,
"1f2d4f5c-66c7-11e7-91f2-f45c89b91419,ng",C0007766,non-entailment,C0038454,,
"23f0cbe8-66c7-11e7-b99c-f45c89b91419,ng",C0236073,non-entailment,C0019196,,
"241fc9de-66c7-11e7-ae0d-f45c89b91419,ng",C0017168,non-entailment,C0017152,,
"242246fa-66c7-11e7-a59d-f45c89b91419,ng",C0014544,non-entailment,C0022661,,
"2428a2e8-66c7-11e7-8a78-f45c89b91419,ng",C0012819,non-entailment,C0235329,,
"23f98aee-66c7-11e7-9300-f45c89b91419,ng",C0017152,non-entailment,C0085615,,
"242eae42-66c7-11e7-b8ce-f45c89b91419,ng",C0034063,non-entailment,C0030283,,
"18933754-66c7-11e7-84fa-f45c89b91419,ng",C0021843,non-entailment,C0011860,,
"2416c90a-66c7-11e7-b579-f45c89b91419,ng",C0022104,non-entailment,C0011880,,
"189f55f4-66c7-11e7-9a9b-f45c89b91419,ng",C0024115,non-entailment,C0162871,,
"242b5508-66c7-11e7-9b9e-f45c89b91419,ng",C0149801,non-entailment,C0025517,,
"24208ede-66c7-11e7-9b4a-f45c89b91419,ng",C0040583,non-entailment,C0038454,,
"2439dac2-66c7-11e7-af75-f45c89b91419,ng",C0011168,non-entailment,C0333559,,
"2412e96e-66c7-11e7-9954-f45c89b91419,ng",C0021843,non-entailment,C0042029,,
23eff622-66c7-11e7-b6e1-f45c89b91419,C0242231,entailment,C0242231,17,50
"24462aa4-66c7-11e7-a993-f45c89b91419,ng",C0034155,non-entailment,C0018790,,
"189a298a-66c7-11e7-8602-f45c89b91419,ng",C0151517,non-entailment,C0020456,,
"2416c90a-66c7-11e7-b579-f45c89b91419,ng",C0027765,non-entailment,C0011880,,
"23fa70b4-66c7-11e7-bb50-f45c89b91419,ng",C0023895,non-entailment,C0162871,,
"1899f6f4-66c7-11e7-baa4-f45c89b91419,ng",C0017152,non-entailment,C0018099,,
"189a298a-66c7-11e7-8602-f45c89b91419,ng",C0494475,non-entailment,C0020456,,
"1f301528-66c7-11e7-ae46-f45c89b91419,ng",C0004364,non-entailment,C0038454,,
"189a32d8-66c7-11e7-81b7-f45c89b91419,ng",C0876973,non-entailment,C0004364,,
"243d8c50-66c7-11e7-a110-f45c89b91419,ng",C0042345,non-entailment,C0024117,,
"24180976-66c7-11e7-b435-f45c89b91419,ng",C0011860,non-entailment,C0150055,,
"23f754cc-66c7-11e7-9378-f45c89b91419,ng",C0002940,non-entailment,C0032285,,
"23f9c1be-66c7-11e7-a433-f45c89b91419,ng",C0030312,non-entailment,C0002940,,
"24141640-66c7-11e7-a97e-f45c89b91419,ng",C0008272,non-entailment,C0151517,,
"242f0f54-66c7-11e7-acc0-f45c89b91419,ng",C0001339,non-entailment,C0032227,,
242a6ac6-66c7-11e7-b43f-f45c89b91419,C0003507,entailment,C0003507,24,39
"241f9128-66c7-11e7-bed7-f45c89b91419,ng",C0019196,non-entailment,C0520679,,
"2412e96e-66c7-11e7-9954-f45c89b91419,ng",C0010068,non-entailment,C0042029,,
23f45b5c-66c7-11e7-b67c-f45c89b91419,C0034155,entailment,C0034155,25,60
"1f2e261e-66c7-11e7-a8f3-f45c89b91419,ng",C0262655,non-entailment,C0027051,,
"2439b5f8-66c7-11e7-a0db-f45c89b91419,ng",C0022660,non-entailment,C0018802,,
23f821f6-66c7-11e7-883c-f45c89b91419,C0018801,entailment,C0018801,17,30
"23fcc6a2-66c7-11e7-b4ec-f45c89b91419,ng",C0018790,non-entailment,C0010054,,
"242eae42-66c7-11e7-b8ce-f45c89b91419,ng",C0152025,non-entailment,C0030283,,
"23fc2634-66c7-11e7-a899-f45c89b91419,ng",C0037199,non-entailment,C0020542,,
"24462aa4-66c7-11e7-a993-f45c89b91419,ng",C0009450,non-entailment,C0018790,,
"243f5062-66c7-11e7-8fe6-f45c89b91419,ng",C0008325,non-entailment,C0037315,,
1894640a-66c7-11e7-a0dc-f45c89b91419,C0014544,entailment,C0014544,15,31
"23f33682-66c7-11e7-90c4-f45c89b91419,ng",C0155909,non-entailment,C0022661,,
"1f2da486-66c7-11e7-94ca-f45c89b91419,ng",C0038833,non-entailment,C0018790,,
"2441aa24-66c7-11e7-a698-f45c89b91419,ng",C0007787,non-entailment,C0020538,,
242c611e-66c7-11e7-9b73-f45c89b91419,C0032285,entailment,C0032285,13,22
"243d7e68-66c7-11e7-afd4-f45c89b91419,ng",C0030283,non-entailment,C0007194,,
"241b8a92-66c7-11e7-8fe0-f45c89b91419,ng",C0149721,non-entailment,C0034063,,
"24163b3a-66c7-11e7-bc21-f45c89b91419,ng",C0014118,non-entailment,C0010054,,
"241ea812-66c7-11e7-b42f-f45c89b91419,ng",C0022104,non-entailment,C0042029,,
"24139e36-66c7-11e7-a24d-f45c89b91419,ng",C0027765,non-entailment,C0150055,,
"2426decc-66c7-11e7-823c-f45c89b91419,ng",C0022660,non-entailment,C0042029,,
"241f9128-66c7-11e7-bed7-f45c89b91419,ng",C0018802,non-entailment,C0520679,,
"2439b5f8-66c7-11e7-a0db-f45c89b91419,ng",C0007273,non-entailment,C0018802,,
"189457dc-66c7-11e7-84b9-f45c89b91419,ng",C0021843,non-entailment,C0149931,,
"23ff4e5c-66c7-11e7-b6e5-f45c89b91419,ng",C0565599,non-entailment,C0020542,,
"1f2e261e-66c7-11e7-a8f3-f45c89b91419,ng",C0010068,non-entailment,C0027051,,
"24464874-66c7-11e7-b106-f45c89b91419,ng",C0151517,non-entailment,C0007273,,
"18947a12-66c7-11e7-92a0-f45c89b91419,ng",C0035078,non-entailment,C0002871,,
"23fcc6a2-66c7-11e7-b4ec-f45c89b91419,ng",C0014544,non-entailment,C0010054,,
"240b5ab4-66c7-11e7-b812-f45c89b91419,ng",C0876973,non-entailment,C0162871,,
"241fc9de-66c7-11e7-ae0d-f45c89b91419,ng",C0007787,non-entailment,C0017152,,
"23f038ba-66c7-11e7-9871-f45c89b91419,ng",C0694549,non-entailment,C0018802,,
"23fe5cb0-66c7-11e7-840f-f45c89b91419,ng",C0035078,non-entailment,C0018802,,
"24147d10-66c7-11e7-801d-f45c89b91419,ng",C0587044,non-entailment,C0235325,,
"189f55f4-66c7-11e7-9a9b-f45c89b91419,ng",C0022661,non-entailment,C0162871,,
"24330836-66c7-11e7-95f8-f45c89b91419,ng",C0024131,non-entailment,C0007273,,
"1f36a9c6-66c7-11e7-8519-f45c89b91419,ng",C0012819,non-entailment,C0235329,,
"2428d530-66c7-11e7-a04a-f45c89b91419,ng",C0003486,non-entailment,C0042029,,
"242f0f54-66c7-11e7-acc0-f45c89b91419,ng",C0023895,non-entailment,C0032227,,
"243e546e-66c7-11e7-83a3-f45c89b91419,ng",C0742758,non-entailment,C0014544,,
"24208ede-66c7-11e7-9b4a-f45c89b91419,ng",C0152025,non-entailment,C0038454,,
